station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,altim_in_hg,elevation_m
KNFE,2021-12-03T01:56:00Z,36.7,-76.13,16.1,5.6,0,3,29.828741,4
KNDZ,2021-12-03T01:56:00Z,30.7,-87.02,15,13.9,0,0,30.138779,51
KNCA,2021-12-03T01:56:00Z,34.72,-77.45,14.4,8.9,230,7,29.958662,9
KNBT,2021-12-03T01:56:00Z,35.02,-76.47,15.6,9.4,220,8,29.949802,5
KNBC,2021-12-03T01:56:00Z,32.47,-80.72,13.3,10.6,220,5,30.059055,9
KMYR,2021-12-03T01:56:00Z,33.68,-78.92,15,10,210,6,30.02067,7
KMXF,2021-12-03T01:56:00Z,32.38,-86.37,11.8,10.9,0,0,30.088583,47
KMVN,2021-12-03T01:56:00Z,38.32,-88.87,6.1,6.1,0,0,30.041338,145
KMUI,2021-12-03T01:56:00Z,40.43,-76.57,13.5,1.2,250,14,29.66929,146
KMTW,2021-12-03T01:56:00Z,44.12,-87.67,2.2,-2.8,310,3,30,197
KMTN,2021-12-03T01:56:00Z,39.32,-76.42,18,6,270,13,29.71063,2
KMTC,2021-12-03T01:56:00Z,42.62,-82.83,3.5,-0.5,330,9,29.920275,177
KMSV,2021-12-03T01:56:00Z,41.7,-74.78,4.4,1.7,300,15,29.601377,427
KMRF,2021-12-03T01:56:00Z,30.37,-104.02,15,5,180,6,30.230314,1476
KMQY,2021-12-03T01:56:00Z,36.02,-86.52,8.9,5.6,0,0,30.070866,156
KMOB,2021-12-03T01:56:00Z,30.68,-88.25,14.4,13.3,0,0,30.15059,67
KMNM,2021-12-03T01:56:00Z,45.12,-87.63,1.7,-3.3,10,6,30.008858,188
KMMT,2021-12-03T01:56:00Z,33.92,-80.8,12.2,6.3,240,4,30,76
KMML,2021-12-03T01:56:00Z,44.45,-95.82,5,1.7,130,6,29.970472,358
KMKY,2021-12-03T01:56:00Z,26,-81.67,18.9,17.2,0,3,30.15059,2
KMKT,2021-12-03T01:56:00Z,44.22,-93.92,5,2.2,0,0,30,309
KMHS,2021-12-03T01:56:00Z,41.32,-122.32,6.7,2.8,0,0,30.180119,1080
KMGE,2021-12-03T01:56:00Z,33.92,-84.52,10.7,7.2,220,2,30.079725,309
KMDT,2021-12-03T01:56:00Z,40.2,-76.77,13.9,1.7,300,15,29.681103,91
KMCF,2021-12-03T01:56:00Z,27.85,-82.52,16,9.4,350,4,30.109253,3
KM19,2021-12-03T01:56:00Z,35.65,-91.17,,,200,8,30.050198,72
KLZU,2021-12-03T01:56:00Z,33.98,-83.97,15.6,7.8,270,5,30.079725,316
KLWS,2021-12-03T01:56:00Z,46.37,-117.02,10,1.1,280,7,30.171259,435
KLTS,2021-12-03T01:56:00Z,34.67,-99.27,9.9,0.5,100,4,29.970472,416
KLSV,2021-12-03T01:56:00Z,36.23,-115.05,11,-3,50,6,30.059055,563
KLSF,2021-12-03T01:56:00Z,32.32,-84.97,14,10,0,0,30.100393,68
KLRF,2021-12-03T01:56:00Z,34.92,-92.12,10.3,7.7,0,0,30.050198,85
KLRD,2021-12-03T01:56:00Z,27.55,-99.47,21.7,16.7,130,5,30.088583,150
KLPC,2021-12-03T01:56:00Z,34.67,-120.47,12.2,10.6,0,0,30.088583,26
KLNR,2021-12-03T01:56:00Z,43.22,-90.18,7.2,-2.8,350,3,29.991142,218
KLHW,2021-12-03T01:56:00Z,31.88,-81.57,11.8,10,0,0,30.059055,14
KLGD,2021-12-03T01:56:00Z,45.28,-118,7.8,3.3,300,5,30.200787,827
KLFI,2021-12-03T01:56:00Z,37.08,-76.33,15.5,6.8,210,9,29.799213,2
KLCI,2021-12-03T01:56:00Z,43.57,-71.42,3.3,3.3,220,8,29.438976,166
KLBL,2021-12-03T01:56:00Z,37.03,-100.97,9.4,-6.1,190,3,29.991142,877
KLAS,2021-12-03T01:56:00Z,36.07,-115.17,18.3,-2.8,0,0,30.079725,662
KJXN,2021-12-03T01:56:00Z,42.27,-84.47,5,-1.7,300,5,29.958662,303
KJMS,2021-12-03T01:56:00Z,46.93,-98.67,1.1,-1.7,110,8,29.920275,455
KJAX,2021-12-03T01:56:00Z,30.5,-81.68,10.6,9.4,0,0,30.121063,8
KJAC,2021-12-03T01:56:00Z,43.62,-110.73,6.7,0.6,240,9,30.15059,1967
KIWD,2021-12-03T01:56:00Z,46.52,-90.12,-1.1,-3.9,0,4,29.97933,373
KISP,2021-12-03T01:56:00Z,40.8,-73.1,12.8,7.2,240,12,29.53937,25
KISO,2021-12-03T01:56:00Z,35.32,-77.62,14,8,220,8,29.940945,27
KISM,2021-12-03T01:56:00Z,28.28,-81.43,15.6,10.6,0,0,30.159449,25
KINW,2021-12-03T01:56:00Z,35.03,-110.72,6.1,-8.3,290,3,30.200787,1492
KILE,2021-12-03T01:56:00Z,31.08,-97.68,20,17.2,180,9,30.088583,256
KIAB,2021-12-03T01:56:00Z,37.62,-97.27,13.2,1.8,210,9,29.949802,413
KHYS,2021-12-03T01:56:00Z,38.85,-99.27,12.2,1.7,210,3,29.929134,607
KHYA,2021-12-03T01:56:00Z,41.67,-70.27,12.2,10.6,220,13,29.500984,11
KHWV,2021-12-03T01:56:00Z,40.82,-72.87,12.8,6.7,220,10,29.551182,20
KHST,2021-12-03T01:56:00Z,25.48,-80.37,19,15.1,30,5,30.100393,1
KHRT,2021-12-03T01:56:00Z,30.42,-86.68,17.5,15.1,280,5,30.129921,10
KHPN,2021-12-03T01:56:00Z,41.07,-73.7,12.8,5,260,7,29.53937,113
KHOP,2021-12-03T01:56:00Z,36.67,-87.5,12.9,4.6,0,0,30.041338,170
KHND,2021-12-03T01:56:00Z,35.98,-115.13,15.6,-1.7,160,3,30.109253,740
KHNB,2021-12-03T01:56:00Z,38.25,-86.95,8.3,5,0,0,30.041338,159
KHFF,2021-12-03T01:56:00Z,35.03,-79.5,11.3,6.2,0,0,29.911417,100
KHEZ,2021-12-03T01:56:00Z,31.62,-91.3,13.9,13.3,150,4,30.138779,82
KHEF,2021-12-03T01:56:00Z,38.72,-77.52,12.2,6.7,0,0,29.740158,53
KHDN,2021-12-03T01:56:00Z,40.48,-107.22,4.4,-4.4,0,0,30.230314,2012
KGXY,2021-12-03T01:56:00Z,40.43,-104.62,4.4,-8.3,0,0,30.029528,1420
KGUS,2021-12-03T01:56:00Z,40.63,-86.15,5.2,-0.6,0,0,30,245
KGUC,2021-12-03T01:56:00Z,38.52,-106.93,2.2,-7.2,320,3,30.259842,2337
KGTU,2021-12-03T01:56:00Z,30.68,-97.68,20,17.2,190,7,30.109253,232
KGTR,2021-12-03T01:56:00Z,33.45,-88.58,12.2,10,220,3,30.121063,80
KGTB,2021-12-03T01:56:00Z,44.07,-75.72,4.5,0.6,270,13,29.530512,206
KGSB,2021-12-03T01:56:00Z,35.33,-77.93,14.8,5.6,210,5,29.911417,33
KGRK,2021-12-03T01:56:00Z,31.07,-97.83,18.2,15.8,160,6,30.059055,311
KGRD,2021-12-03T01:56:00Z,34.25,-82.15,15.6,7.2,240,9,30.029528,188
KGPZ,2021-12-03T01:56:00Z,47.22,-93.52,-1.1,-4.4,0,0,29.991142,410
KGON,2021-12-03T01:56:00Z,41.33,-72.05,12.2,8.3,240,15,29.489174,2
KGNR,2021-12-03T01:56:00Z,45.47,-69.55,2.8,1.7,0,3,29.309055,426
KGNA,2021-12-03T01:56:00Z,47.75,-90.35,-2.2,-8.9,0,0,30.02067,186
KGDV,2021-12-03T01:56:00Z,47.13,-104.8,7.8,1.7,270,11,29.899607,749
KGBD,2021-12-03T01:56:00Z,38.35,-98.87,11.1,0,200,7,29.940945,573
KGAI,2021-12-03T01:56:00Z,39.17,-77.17,17.2,5,290,20,29.740158,151
KGAD,2021-12-03T01:56:00Z,33.97,-86.08,8.3,7.8,0,0,30.109253,169
KFTK,2021-12-03T01:56:00Z,37.9,-85.97,11,4.2,250,5,30.02067,225
KFSI,2021-12-03T01:56:00Z,34.65,-98.4,17.7,4.3,210,4,29.991142,360
KFSD,2021-12-03T01:56:00Z,43.58,-96.75,7.8,-1.1,70,9,29.929134,433
KFRM,2021-12-03T01:56:00Z,43.63,-94.42,4.4,0.6,0,0,29.97933,353
KFRI,2021-12-03T01:56:00Z,39.05,-96.77,9.5,1.6,0,0,29.920275,232
KFOD,2021-12-03T01:56:00Z,42.53,-94.17,4.4,-2.2,100,6,29.970472,347
KFNL,2021-12-03T01:56:00Z,40.45,-105.02,8.3,-6.1,210,3,30.041338,1529
KFLP,2021-12-03T01:56:00Z,36.28,-92.58,16.1,4.4,0,0,30.029528,215
KFFO,2021-12-03T01:56:00Z,39.83,-84.03,8.3,4.1,330,6,29.991142,250
KFCI,2021-12-03T01:56:00Z,37.4,-77.52,15.6,5,230,5,29.799213,63
KFBG,2021-12-03T01:56:00Z,35.12,-78.92,15.8,5.1,230,6,29.920275,69
KFAM,2021-12-03T01:56:00Z,37.77,-90.42,11.1,3.9,0,0,30.029528,276
KFAF,2021-12-03T01:56:00Z,37.13,-76.62,14.9,4,190,7,29.790354,3
KEWK,2021-12-03T01:56:00Z,38.05,-97.27,14.4,1.7,200,11,29.949802,468
KEUL,2021-12-03T01:56:00Z,43.63,-116.62,4.4,2.8,330,3,30.188976,741
KENV,2021-12-03T01:56:00Z,40.72,-114.02,3.9,-2.2,0,0,30.209646,1291
KEND,2021-12-03T01:56:00Z,36.33,-97.92,10.3,4.2,170,9,29.958662,392
KEKY,2021-12-03T01:56:00Z,33.32,-86.93,16.1,11.1,230,3,30.121063,213
KEKQ,2021-12-03T01:56:00Z,36.85,-84.85,13.9,5.6,250,6,30.059055,291
KEKO,2021-12-03T01:56:00Z,40.82,-115.78,3.9,-5.6,0,0,30.200787,1541
KEHR,2021-12-03T01:56:00Z,37.82,-87.67,7.8,4.4,0,0,30.050198,117
KEGI,2021-12-03T01:56:00Z,30.65,-86.52,13,11.7,180,3,30.129921,59
KEGE,2021-12-03T01:56:00Z,39.63,-106.92,2.8,-6.1,110,4,30.259842,1993
KEEN,2021-12-03T01:56:00Z,42.88,-72.27,6.7,3.9,0,5,29.500984,143
KEED,2021-12-03T01:56:00Z,34.77,-114.62,18.3,-5.6,250,6,30.029528,271
KEAU,2021-12-03T01:56:00Z,44.87,-91.48,2.8,-4.4,0,0,29.991142,271
KEAR,2021-12-03T01:56:00Z,40.72,-99,12.8,0.6,200,7,29.890747,649
KDYS,2021-12-03T01:56:00Z,32.42,-99.83,16.3,8.3,160,9,30.02067,544
KDYR,2021-12-03T01:56:00Z,36,-89.4,16.7,7.2,210,4,30.050198,98
KDWU,2021-12-03T01:56:00Z,38.55,-82.73,13.3,6.7,310,8,29.958662,165
KDOV,2021-12-03T01:56:00Z,39.12,-75.47,15.1,5.6,220,14,29.66929,6
KDLF,2021-12-03T01:56:00Z,29.37,-100.78,21.3,14.9,110,10,30.070866,328
KDIK,2021-12-03T01:56:00Z,46.8,-102.8,7.8,1.7,290,16,29.840551,788
KDIJ,2021-12-03T01:56:00Z,43.75,-111.1,4.4,0.6,280,3,30.200787,1896
KDAY,2021-12-03T01:56:00Z,39.9,-84.22,7.2,3.3,330,6,30,303
KDAA,2021-12-03T01:56:00Z,38.72,-77.17,14.9,6.2,0,0,29.731298,17
KD07,2021-12-03T01:56:00Z,45.03,-102.02,3.3,-1.7,180,7,29.920275,786
KCXY,2021-12-03T01:56:00Z,40.22,-76.85,15,1.1,280,13,29.68996,102
KCWI,2021-12-03T01:56:00Z,41.82,-90.32,5,-0.6,250,4,30.02067,212
KCVO,2021-12-03T01:56:00Z,44.5,-123.28,8.9,5,360,6,30.301182,75
KCVN,2021-12-03T01:56:00Z,34.42,-103.07,10.6,-5.6,230,10,30.088583,1278
KCTB,2021-12-03T01:56:00Z,48.6,-112.37,-2.8,-4.4,360,10,30.02067,1172
KCOF,2021-12-03T01:56:00Z,28.23,-80.6,15.4,12.7,0,0,30.121063,1
KCOE,2021-12-03T01:56:00Z,47.77,-116.82,5,1.1,260,5,30.159449,693
KCOD,2021-12-03T01:56:00Z,44.52,-109.02,10,-1.1,150,5,30.008858,1550
KCIU,2021-12-03T01:56:00Z,46.25,-84.47,-1.7,-5,360,4,29.920275,242
KCHS,2021-12-03T01:56:00Z,32.9,-80.03,13.3,10.6,220,5,30.041338,12
KCGZ,2021-12-03T01:56:00Z,32.95,-111.77,20.6,1.1,300,5,30.02067,444
KCBM,2021-12-03T01:56:00Z,33.65,-88.45,10.2,8.8,0,0,30.088583,59
KCAE,2021-12-03T01:56:00Z,33.93,-81.12,13.9,6.1,0,0,30.008858,69
KBZN,2021-12-03T01:56:00Z,45.78,-111.17,7.2,1.1,190,4,30.029528,1349
KBVX,2021-12-03T01:56:00Z,35.73,-91.65,17.8,5,250,3,30.050198,137
KBTP,2021-12-03T01:56:00Z,40.77,-79.95,6.1,-1.1,300,6,29.861221,375
KBOK,2021-12-03T01:56:00Z,42.07,-124.28,10.6,10.6,30,3,30.129921,140
KBMI,2021-12-03T01:56:00Z,40.47,-88.92,7.2,-0.6,340,7,30.029528,262
KBLV,2021-12-03T01:56:00Z,38.53,-89.83,9.5,4.5,30,5,30.008858,134
KBLM,2021-12-03T01:56:00Z,40.17,-74.12,13.9,6.7,220,12,29.610237,45
KBKX,2021-12-03T01:56:00Z,44.3,-96.82,5,-0.6,90,7,29.929134,494
KBJJ,2021-12-03T01:56:00Z,40.87,-81.88,5,-0.6,320,8,29.920275,338
KBIX,2021-12-03T01:56:00Z,30.42,-88.92,15.8,15.5,250,3,30.129921,4
KBIH,2021-12-03T01:56:00Z,37.37,-118.35,5.6,-10,360,4,30.138779,1252
KBID,2021-12-03T01:56:00Z,41.17,-71.58,12.2,8.9,230,18,29.518702,32
KBHB,2021-12-03T01:56:00Z,44.45,-68.37,9.4,8.9,220,9,29.409449,21
KBAD,2021-12-03T01:56:00Z,32.5,-93.67,14.8,12.7,160,6,30.088583,49
KAWO,2021-12-03T01:56:00Z,48.17,-122.17,5.6,1.7,330,5,30.360237,38
KASH,2021-12-03T01:56:00Z,42.78,-71.52,7.2,7.2,0,0,29.438976,56
KART,2021-12-03T01:56:00Z,43.98,-76.03,5.6,1.1,270,18,29.568897,100
KARG,2021-12-03T01:56:00Z,36.12,-90.92,13.3,8.9,190,7,30.029528,82
KAND,2021-12-03T01:56:00Z,34.5,-82.72,17.2,7.8,260,10,30.02067,233
KALK,2021-12-03T01:56:00Z,31.6,-110.43,13.9,0,220,9,30.180119,1451
KAJO,2021-12-03T01:56:00Z,33.9,-117.6,13.9,10.6,250,6,30.070866,161
KAIZ,2021-12-03T01:56:00Z,38.1,-92.53,13.3,2.8,90,5,30.008858,263
KAFJ,2021-12-03T01:56:00Z,40.13,-80.28,10.6,3.3,330,10,29.890747,360
KADW,2021-12-03T01:56:00Z,38.82,-76.87,16.2,6,230,8,29.71063,87
KADF,2021-12-03T01:56:00Z,34.1,-93.07,9.4,7.2,0,0,30.088583,54
K8D3,2021-12-03T01:56:00Z,45.67,-96.98,3.9,1.1,0,0,29.958662,535
K7N0,2021-12-03T01:56:00Z,29.95,-90.07,21.1,15,190,4,30.171259,0
K79J,2021-12-03T01:56:00Z,31.32,-86.4,15,11.1,0,0,30.121063,93
K2DP,2021-12-03T01:56:00Z,35.68,-75.9,14.9,8.8,220,9,29.878937,1
K1M4,2021-12-03T01:56:00Z,34.28,-87.6,11.7,8.9,200,5,30.121063,283
ETOU,2021-12-03T01:56:00Z,50.03,8.32,-0.8,-5.2,290,4,29.878937,141
ETAR,2021-12-03T01:56:00Z,49.43,7.58,-2.4,-2.4,0,0,29.890747,231
ETAD,2021-12-03T01:56:00Z,49.98,6.7,-1.9,-3.6,230,6,29.878937,365
EGUN,2021-12-03T01:56:00Z,52.37,0.48,1.5,1.5,230,8,29.811024,10
EGUL,2021-12-03T01:56:00Z,52.42,0.57,1.5,0,230,9,29.799213,8
BGTL,2021-12-03T01:56:00Z,76.53,-68.75,-12.5,-12.5,50,5,29.069881,79
TXKF,2021-12-03T01:55:00Z,32.37,-64.68,22,20,180,12,30.029528,4
TNCE,2021-12-03T01:55:00Z,17.48,-62.97,26,23,70,10,30,38
TNCB,2021-12-03T01:55:00Z,12.13,-68.28,27,23,80,11,29.88189,6
PTRO,2021-12-03T01:55:00Z,7.37,134.55,25,24,240,4,29.84941,30
PKMR,2021-12-03T01:55:00Z,7.08,171.38,27.6,24.4,260,8,29.66929,7
PATL,2021-12-03T01:55:00Z,62.9,-155.97,-24.1,-26.5,0,3,30.410433,261
PASY,2021-12-03T01:55:00Z,52.72,174.12,5.5,4,260,33,29.911417,6
PASV,2021-12-03T01:55:00Z,61.1,-155.57,-24.1,-27.1,60,2,30.188976,462
PAIM,2021-12-03T01:55:00Z,66,-153.7,-27.9,-31.2,310,1,30.389763,309
PAEH,2021-12-03T01:55:00Z,58.65,-162.07,-14.9,-17.1,20,10,30.46063,101
OPFA,2021-12-03T01:55:00Z,31.37,73,9,7,0,0,30.029528,180
NZWD,2021-12-03T01:55:00Z,-77.87,166.97,-1,-13,360,2,29.010826,21
NZCM,2021-12-03T01:55:00Z,-77.85,166.67,-1.9,-7.4,330,8,29.040354,24
LIVP,2021-12-03T01:55:00Z,46.15,11.03,-10,-14,360,21,29.468504,2099
LIVM,2021-12-03T01:55:00Z,44.45,12.3,6,6,0,3,29.586615,6
LIVF,2021-12-03T01:55:00Z,43.52,12.72,4,3,280,3,29.52756,549
LIVE,2021-12-03T01:55:00Z,46.82,10.5,-5,-9,20,4,29.586615,1684
LIVC,2021-12-03T01:55:00Z,44.2,10.68,-2,-3,120,3,29.468504,2139
LIRS,2021-12-03T01:55:00Z,42.75,11.07,8,5,30,5,29.52756,3
LIRM,2021-12-03T01:55:00Z,41.05,14.07,10,10,,,29.557087,6
LIRK,2021-12-03T01:55:00Z,42.47,12.97,-1,-1,90,2,29.52756,1721
LIRE,2021-12-03T01:55:00Z,41.65,12.43,13,8,250,11,29.52756,16
LIQC,2021-12-03T01:55:00Z,40.55,14.2,11,10,250,10,29.52756,154
LIPS,2021-12-03T01:55:00Z,45.68,12.1,6,4,0,0,29.616142,42
LIPL,2021-12-03T01:55:00Z,45.42,10.27,4,4,280,1,29.616142,96
LIPI,2021-12-03T01:55:00Z,45.97,13.05,5,2,310,3,29.64567,49
LIPC,2021-12-03T01:55:00Z,44.22,12.3,6,3,250,7,29.586615,10
LIMU,2021-12-03T01:55:00Z,43.95,8.17,9,1,10,21,29.498032,215
LIMK,2021-12-03T01:55:00Z,45.02,7.72,3,-11,300,8,29.586615,693
LIMH,2021-12-03T01:55:00Z,45.93,7.7,-21,-24,50,20,29.379921,3473
LIED,2021-12-03T01:55:00Z,39.35,8.97,9,7,320,9,29.64567,26
LIEB,2021-12-03T01:55:00Z,39.93,9.72,11,3,280,2,29.557087,126
LICZ,2021-12-03T01:55:00Z,37.4,14.92,11,11,270,3,29.675198,22
LICT,2021-12-03T01:55:00Z,37.92,12.5,14,12,230,6,29.616142,4
LICF,2021-12-03T01:55:00Z,38.2,15.55,15,11,240,7,29.675198,66
LIBV,2021-12-03T01:55:00Z,40.77,16.93,13,8,170,10,29.586615,344
LIBN,2021-12-03T01:55:00Z,40.23,18.13,14,12,190,14,29.675198,46
LIBA,2021-12-03T01:55:00Z,41.53,15.72,10,8,0,1,29.586615,55
KUGN,2021-12-03T01:55:00Z,42.42,-87.87,4.4,-2.8,0,0,29.991142,217
KTHM,2021-12-03T01:55:00Z,47.57,-115.28,7,0,0,0,30.159449,751
KSUN,2021-12-03T01:55:00Z,43.5,-114.28,5,2,290,5,30.180119,1619
KSCK,2021-12-03T01:55:00Z,37.88,-121.22,13.3,11.1,0,0,30.041338,8
KRNO,2021-12-03T01:55:00Z,39.5,-119.77,11.1,-2.2,210,4,30.188976,1344
KQTZ,2021-12-03T01:55:00Z,,,8,0,0,5,30.138779,
KQAZ,2021-12-03T01:55:00Z,,,19.1,-3.5,70,6,29.940945,
KPHP,2021-12-03T01:55:00Z,44.05,-101.6,5.6,0,10,12,29.899607,673
KP58,2021-12-03T01:55:00Z,44.02,-82.8,2.8,-1.7,310,15,29.899607,180
KOEL,2021-12-03T01:55:00Z,39.12,-100.82,11.1,-3.8,230,5,29.949802,924
KOEL,2021-12-03T01:55:00Z,39.12,-100.82,11.1,-3.8,230,5,29.949802,924
KNFG,2021-12-03T01:55:00Z,33.3,-117.35,14.4,10,0,0,30.088583,21
KNBG,2021-12-03T01:55:00Z,29.83,-90.02,15.6,13.9,220,4,30.15059,0
KMKG,2021-12-03T01:55:00Z,43.17,-86.23,5.6,-0.6,30,3,29.97933,190
KMDS,2021-12-03T01:55:00Z,44.02,-97.08,5,1,110,7,29.920275,524
KLLJ,2021-12-03T01:55:00Z,44.52,-114.22,12.2,-1.7,240,10,30.100393,1535
KLIC,2021-12-03T01:55:00Z,39.27,-103.67,0.6,-11.7,360,7,30.059055,1635
KLCK,2021-12-03T01:55:00Z,39.82,-82.92,7.8,4.6,300,6,29.970472,225
KJWN,2021-12-03T01:55:00Z,36.18,-86.88,15,5,0,0,30.029528,149
KJKA,2021-12-03T01:55:00Z,30.28,-87.67,13,13,0,0,30.138779,5
KIRK,2021-12-03T01:55:00Z,40.1,-92.55,8.9,1.7,80,6,30,292
KHON,2021-12-03T01:55:00Z,44.38,-98.23,6.1,-0.6,120,7,29.911417,391
KGPI,2021-12-03T01:55:00Z,48.32,-114.25,6.1,0,220,9,30.070866,903
KEAT,2021-12-03T01:55:00Z,47.4,-120.2,7.2,-2.2,290,12,30.188976,375
KDLH,2021-12-03T01:55:00Z,46.85,-92.2,-1.1,-5,30,3,29.949802,434
KCNW,2021-12-03T01:55:00Z,31.63,-97.07,18,16,170,6,30.070866,139
KCNK,2021-12-03T01:55:00Z,39.55,-97.65,12.8,1.7,160,6,29.899607,445
KCMA,2021-12-03T01:55:00Z,34.22,-119.1,11.1,8.9,270,5,30.079725,20
KCAO,2021-12-03T01:55:00Z,36.45,-103.15,11.1,-10.6,250,9,30.041338,1517
KAST,2021-12-03T01:55:00Z,46.15,-123.88,7.2,2.2,330,8,30.360237,3
K9S5,2021-12-03T01:55:00Z,45.88,-111.57,7,-1,230,4,30.008858,1246
K9S2,2021-12-03T01:55:00Z,48.8,-105.43,2,-4,0,0,29.878937,741
K1R7,2021-12-03T01:55:00Z,31.6,-90.42,14,14,0,0,30.15059,142
FJDG,2021-12-03T01:55:00Z,-7.32,72.42,27.7,26,120,6,29.899607,3
PTTP,2021-12-03T01:54:00Z,6.97,158.22,30.8,24.5,100,4,29.760826,36
PHOG,2021-12-03T01:54:00Z,20.9,-156.43,27.8,20.6,330,7,29.911417,14
PHMK,2021-12-03T01:54:00Z,21.15,-157.1,26.7,18.9,360,6,29.940945,135
PGUM,2021-12-03T01:54:00Z,13.48,144.8,29.4,23.3,120,11,29.811024,74
PGSN,2021-12-03T01:54:00Z,15.12,145.72,28.9,24.4,120,13,29.799213,65
PAKN,2021-12-03T01:54:00Z,58.68,-156.65,-22.8,-25,140,3,30.410433,20
KWLD,2021-12-03T01:54:00Z,37.17,-97.03,13.3,3.9,130,3,29.97933,351
KWAL,2021-12-03T01:54:00Z,37.93,-75.47,17.2,6.1,240,14,29.740158,10
KVTA,2021-12-03T01:54:00Z,40.02,-82.47,9.4,-0.6,330,10,29.949802,268
KVAY,2021-12-03T01:54:00Z,39.93,-74.83,14.4,6.1,240,7,29.639763,15
KUZA,2021-12-03T01:54:00Z,34.98,-81.05,12.2,6.7,230,8,29.970472,198
KUIN,2021-12-03T01:54:00Z,39.95,-91.2,9.4,2.2,90,4,30.02067,233
KTQE,2021-12-03T01:54:00Z,41.77,-96.18,6.7,0.6,80,4,29.911417,312
KTAD,2021-12-03T01:54:00Z,37.27,-104.33,8.9,-7.8,290,9,30.070866,1751
KSYR,2021-12-03T01:54:00Z,43.12,-76.1,6.7,1.7,280,18,29.619095,125
KSUS,2021-12-03T01:54:00Z,38.65,-90.65,7.8,3.3,0,3,30,140
KSLC,2021-12-03T01:54:00Z,40.77,-111.97,5.6,1.1,0,0,30.200787,1286
KSJN,2021-12-03T01:54:00Z,34.52,-109.38,7.8,-2.2,150,4,30.209646,1747
KSET,2021-12-03T01:54:00Z,38.93,-90.43,10.6,2.2,100,5,30.008858,133
KSBY,2021-12-03T01:54:00Z,38.33,-75.5,17.8,6.1,230,11,29.731298,14
KSBN,2021-12-03T01:54:00Z,41.7,-86.32,1.1,-2.2,0,0,30.008858,236
KRST,2021-12-03T01:54:00Z,43.9,-92.5,4.4,-0.6,20,4,29.97933,398
KRSP,2021-12-03T01:54:00Z,39.65,-77.47,11.1,4.4,280,14,29.719488,555
KROA,2021-12-03T01:54:00Z,37.32,-79.97,16.7,4.4,240,13,29.861221,349
KRKS,2021-12-03T01:54:00Z,41.6,-109.07,9.4,-2.8,250,12,30.180119,2062
KRIC,2021-12-03T01:54:00Z,37.52,-77.32,15,5.6,220,9,29.790354,51
KRFD,2021-12-03T01:54:00Z,42.2,-89.1,7.2,-2.2,330,4,30.02067,222
KRDG,2021-12-03T01:54:00Z,40.37,-75.97,13.9,6.1,260,12,29.639763,101
KRBL,2021-12-03T01:54:00Z,40.15,-122.25,13.3,7.8,0,0,30.070866,107
KPTW,2021-12-03T01:54:00Z,40.23,-75.55,13.9,5,260,10,29.660433,88
KPNE,2021-12-03T01:54:00Z,40.08,-75.02,12.2,5.6,250,9,29.648623,32
KPLN,2021-12-03T01:54:00Z,45.57,-84.8,0,-4.4,350,7,29.949802,215
KPIA,2021-12-03T01:54:00Z,40.67,-89.68,10.6,-2.2,0,0,30.02067,200
KPHL,2021-12-03T01:54:00Z,39.87,-75.23,12.8,6.1,260,8,29.648623,2
KPHF,2021-12-03T01:54:00Z,37.13,-76.5,13.3,6.7,220,9,29.811024,12
KOLS,2021-12-03T01:54:00Z,31.42,-110.85,14.4,2.2,80,6,30.129921,1194
KOLM,2021-12-03T01:54:00Z,46.97,-122.9,6.7,4.4,50,5,30.351377,58
KOFP,2021-12-03T01:54:00Z,37.7,-77.43,17.8,5,230,10,29.790354,63
KNAK,2021-12-03T01:54:00Z,38.98,-76.48,17.8,6.1,0,4,29.71063,2
KMWN,2021-12-03T01:54:00Z,44.27,-71.3,-5,-5,280,54,,1911
KMVL,2021-12-03T01:54:00Z,44.53,-72.62,3.3,2.2,170,3,29.421259,226
KMTP,2021-12-03T01:54:00Z,41.07,-71.92,12.8,9.4,230,10,29.530512,2
KMRY,2021-12-03T01:54:00Z,36.58,-121.85,12.2,9.4,70,4,30.088583,51
KMKC,2021-12-03T01:54:00Z,39.12,-94.6,16.7,3.3,130,5,29.929134,228
KMIV,2021-12-03T01:54:00Z,39.37,-75.08,14.4,5.6,250,10,29.66929,18
KMGJ,2021-12-03T01:54:00Z,41.52,-74.27,7.8,4.4,300,10,29.58071,106
KMFI,2021-12-03T01:54:00Z,44.63,-90.18,0.6,-3.9,70,3,29.970472,383
KMEM,2021-12-03T01:54:00Z,35.07,-89.98,16.1,8.3,200,6,30.070866,78
KLYH,2021-12-03T01:54:00Z,37.32,-79.2,16.1,3.9,0,5,29.819881,282
KLWT,2021-12-03T01:54:00Z,47.05,-109.47,6.7,-2.2,330,5,29.991142,1254
KLWM,2021-12-03T01:54:00Z,42.72,-71.13,11.7,6.1,200,8,29.450787,42
KLNK,2021-12-03T01:54:00Z,40.85,-96.77,12.2,2.8,160,4,29.890747,357
KLEX,2021-12-03T01:54:00Z,38.03,-84.6,12.2,3.9,260,6,30,294
KLAF,2021-12-03T01:54:00Z,40.42,-86.93,7.2,-0.6,320,7,30.008858,182
KJAN,2021-12-03T01:54:00Z,32.32,-90.08,12.8,10.6,0,0,30.129921,92
